"","SRR33445252","SRR33445253","SRR33445254","SRR33445260","SRR33445261","SRR33445262"
"ENSMUSG00000031447.7",13841.9006085399,12974.0287986293,10279.7885294092,11463.2846943591,12179.7739959867,10821.2222173932
"ENSMUSG00000038515.10",518.127374855962,325.780673302748,396.52878777937,421.821060352772,413.635044658173,336.929322263761
"ENSMUSG00000099338.1",25.5578525713703,55.9546957962735,37.8905286100287,50.3257230355802,33.6897321441046,24.5677630817326
"ENSMUSG00000038506.13",274.166054856518,374.274742992851,184.165592546418,365.090245294482,277.940290188863,193.032424213613
"ENSMUSG00000038497.7",140.568189142537,151.699397492119,230.867871995989,164.702366298262,154.411272327146,193.032424213613
"ENSMUSG00000038482.11",379.882626856277,421.525374998594,364.80648475702,359.600166417873,310.694196440076,308.851878741781
"ENSMUSG00000031451.6",1344.11070113979,1202.4042407777,2878.79899927822,2699.2887809993,2887.95870546408,4167.74552279392
"ENSMUSG00000031453.16",456.556184570388,373.03130530849,460.854568908023,627.6990182256,585.827008950264,567.690811210036
"ENSMUSG00000038416.15",588.992329712943,379.248493730298,351.588858497708,395.28567911583,383.688616085636,401.85841040834
"ENSMUSG00000038398.8",439.130375998999,422.768812682955,290.787777704871,325.744680012119,318.18080358321,294.813156980791
"ENSMUSG00000047710.8",278.812937142222,222.575345500732,240.560797919484,251.628615177901,132.887276790635,234.271169386522
"ENSMUSG00000031458.8",48.7922639998888,43.5203189526571,47.5834545335244,37.5155389901598,31.818080358321,45.6258457232177
"ENSMUSG00000038365.8",110.363454285463,111.909391592547,119.839811417765,139.081998207422,135.69475446931,178.993702452623
"ENSMUSG00000050052.12",367.103700570592,276.043165928282,297.837178376504,231.498325963669,231.148995544273,195.664684543799
"ENSMUSG00000051978.9",52.2774257141666,42.2768812682955,55.5140302891118,29.2804206752467,48.6629464303733,66.6839283647028
"ENSMUSG00000026317.7",824.821605712406,1184.99611319664,594.793181669055,1338.66423274643,1342.91015629973,619.458597703686
"ENSMUSG00000071176.10",44.1453817141851,82.0668871678678,94.2857339830946,86.0112357335371,70.1869419668846,87.7420110061879
"ENSMUSG00000055675.6",34.8516171427777,28.5990667403176,51.108154869341,29.2804206752467,11.2299107147015,28.954863632042
"ENSMUSG00000060924.15",16.2640879999629,18.6515652654245,12.3364511753582,0.915013146101458,0,1.75484022012376
"ENSMUSG00000039842.15",38.3367788570555,58.4415711649967,61.6822558767909,42.0906047206671,85.1601562531533,58.7871473741459
"ENSMUSG00000031465.6",61.5711902855739,63.4153219024433,96.9292592349571,19.2152760681306,29.9464285725374,14.9161418710519
"ENSMUSG00000031467.10",271.842613713666,257.391600662858,296.074828208596,247.968562593495,277.004464295971,243.04537048714
"ENSMUSG00000081094.4",76.6735577141109,93.2578263271225,67.85048146447,91.5013146101458,80.4810267886944,87.7420110061879
"ENSMUSG00000087153.8",2.32344114285185,12.4343768436163,0,10.9801577532175,18.7165178578359,7.89678099055691
"ENSMUSG00000110649.1",13.9406468571111,9.94750147489306,0,25.6203680908408,6.55078125024257,11.4064614308044
"ENSMUSG00000096401.2",16.2640879999629,9.94750147489306,18.5046767630373,22.8753286525365,23.3956473222949,31.5871239622276
"ENSMUSG00000071796.13",13.9406468571111,70.8759480086131,13.2176262593123,53.0707624738846,40.2405133943472,65.8065082546409
"ENSMUSG00000071793.12",56.9243079998703,52.2243827431886,66.9693063805158,93.3313409023487,111.363281254124,85.1097506760022
"ENSMUSG00000095403.8",0,11.1909391592547,9.69292592349571,18.3002629220292,4.67912946445898,12.2838815408663
"ENSMUSG00000044748.8",32.5281759999259,42.2768812682955,84.5928080595989,27.4503943830437,39.3046875014554,25.4451831917945
"ENSMUSG00000006567.11",1194.24874742585,897.762008109099,1154.33935997994,1433.82559994099,1064.96986611086,1419.66573808012
"ENSMUSG00000063362.13",450.747581713258,695.081665558153,674.980114308883,700.900069913717,582.083705378697,514.168184496261
"ENSMUSG00000031478.16",18.5875291428148,6.21718842180816,54.6328552051576,43.0056178667685,25.2672991080785,35.974224512537
"ENSMUSG00000037725.8",25.5578525713703,24.8687536872327,11.455276091404,13.7251971915219,8.42243303602616,0.877420110061879
"ENSMUSG00000031479.9",712.134710284091,675.186662608367,519.012124448997,574.628255751716,660.693080381607,636.129579794862
"ENSMUSG00000031480.15",89.4524839997961,88.2840755896759,132.176262593123,135.421945623016,179.678571435225,207.071145974603
"ENSMUSG00000031481.8",4.64688228570369,9.94750147489306,15.8611515111748,18.3002629220292,14.9732142862687,14.9161418710519
"ENSMUSG00000031482.9",7611.59318398265,11508.0157687669,6939.25378613897,6720.77155811521,8160.40178601645,7856.41966549406
"ENSMUSG00000110129.1",26.7195731427962,12.4343768436163,4.40587541977078,16.4702366298262,9.35825892891795,6.14194077043315
"ENSMUSG00000031533.4",748.148047998295,861.702315262611,672.33658905702,616.718860472383,647.591517881122,621.21343792381
"ENSMUSG00000031534.15",515.80393371311,318.320047196578,433.538141305444,350.450034956858,316.309151797427,411.510031619021
"ENSMUSG00000037656.9",1940.07335428129,1691.07525073182,1887.4770298298,1868.45684433918,1857.61439739021,2104.93084403845
"ENSMUSG00000097042.2",51.1157051427406,73.3628233773363,89.8798585633238,51.2407361816817,81.4168526815862,63.1742479244553
"ENSMUSG00000008892.12",1187.27842399729,1327.99144689822,1264.48624547421,1292.91357544136,1431.81361612445,1375.79473257703
"ENSMUSG00000031536.6",300.885627999314,223.818783185094,224.69964640831,228.753286525365,231.148995544273,205.31630575448
"ENSMUSG00000031537.15",1438.21006742529,1208.62142919951,1213.37809060487,1248.07793128239,1218.44531254512,1384.56893367764
"ENSMUSG00000031538.6",13.9406468571111,1.24343768436163,19.3858518469914,9.15013146101458,21.5239955365113,7.89678099055691
"ENSMUSG00000031539.6",59.2477491427221,47.250632005742,53.7516801212035,59.4758544965948,40.2405133943472,70.1936088049503
"ENSMUSG00000031540.14",655.210402284221,865.432628315696,732.256494765903,1085.20559127633,1128.6060268275,831.794264338661
"ENSMUSG00000031545.6",4486.56484684692,8619.51002799484,4076.31593837192,3671.03274215905,4389.02343766252,3235.04794579815
"ENSMUSG00000031546.6",350.839612570629,425.255688051678,266.996050438109,292.804206752467,326.603236619236,251.819571587759
"ENSMUSG00000015341.17",952.610868569257,864.189190631335,930.520888655588,800.636502838776,889.034598247205,865.136228521012
"ENSMUSG00000031548.7",19.7492497142407,41.0334435839339,87.2363333114614,23.7903417986379,21.5239955365113,13.1613016509282
"ENSMUSG00000056313.5",131.274424571129,544.625705750395,104.859834990544,579.203321482223,399.597656264797,171.096921462066
"ENSMUSG00000031549.16",1873.85528171001,2187.20688679211,1358.77197945731,1918.78256737476,1956.81194203674,2338.32459331491
"ENSMUSG00000031555.15",2023.71723542396,2434.65098598008,2121.86960216161,2207.01170839672,2296.51674115647,2233.03418010748
"ENSMUSG00000031556.6",914.274089712202,1017.13202580782,882.937434122064,1044.94501284787,976.066406286142,995.871824920232
"ENSMUSG00000037406.7",5.80860285712962,13.677814527978,2.64352525186247,29.2804206752467,31.818080358321,23.6903429716707
"ENSMUSG00000031557.16",163.802600571055,83.3103248522294,222.937296240401,137.251971915219,118.849888397258,150.038838820581
"ENSMUSG00000065954.11",1058.32744056902,1418.76239785662,1353.48492895358,1433.82559994099,1134.22098218486,1188.90424913385
"ENSMUSG00000074412.4",4.64688228570369,6.21718842180816,14.0988013432665,27.4503943830437,26.2031250009703,19.3032424213613
"ENSMUSG00000031565.18",470.496831427499,614.258216074647,315.460680055588,231.498325963669,229.27734375849,116.69687463823
"ENSMUSG00000037363.9",41.8219405713332,46.0071943213804,28.197602686533,38.4305521362612,42.1121651801308,43.8710055030939
"ENSMUSG00000054823.16",1231.42380571148,1189.96986393408,1020.40074721891,1137.36134060411,1113.63281254124,1048.51703152395
"ENSMUSG00000031570.17",306.694230856444,343.188800883811,550.734427471347,348.620008664656,400.533482157688,495.742362184962
"ENSMUSG00000061313.8",429.836611427592,549.599456487842,320.747730559313,847.30217328995,562.431361627969,277.264754779554
"ENSMUSG00000037316.9",422.866287999036,545.869143434757,437.944016725215,451.101481028019,590.506138414723,544.000468238365
"ENSMUSG00000037296.7",196.330776570981,193.976278760415,185.927942714327,176.597537197581,183.421875006792,159.690460031262
"ENSMUSG00000031574.8",24.3961319999444,77.0931364304212,78.4245824719198,40.2605784284642,37.4330357156718,18.4258223112995
"ENSMUSG00000031575.18",453.07102285611,400.386934364446,506.675673273639,432.80121810599,405.212611622147,497.497202405085
"ENSMUSG00000037260.8",1369.66855371116,1582.89617219236,1338.50495252636,1592.12287421654,1564.70089291508,1523.20131106742
"ENSMUSG00000037251.5",236.990996570888,146.725646754673,253.778424178797,172.022471467074,132.887276790635,229.884068836212
"ENSMUSG00000015994.10",684.253416569869,695.081665558153,650.307211958167,701.815083059818,635.425781273529,570.323071540221
"ENSMUSG00000037234.17",875.937310855146,1217.32549299004,1193.99223875788,1381.6698506132,1520.71707594917,1235.40751496713
"ENSMUSG00000013878.18",314.826274856425,425.255688051678,326.915956146992,355.025100687366,323.795758940561,406.24551095865
"ENSMUSG00000110317.1",13.9406468571111,12.4343768436163,22.910552182808,19.2152760681306,10.2940848218097,9.65162121068067
"ENSMUSG00000037214.12",53.4391462855925,89.5275132740376,95.1669090670488,73.2010516881166,100.133370539422,86.864590896126
"ENSMUSG00000085795.8",162.640879999629,308.372545721685,274.045451109742,188.4927080969,228.341517865598,121.961395298601
"ENSMUSG00000031483.8",729.56051885548,850.511376103357,817.730477909456,789.656345085558,761.762276813921,843.200725769466
"ENSMUSG00000031485.15",1306.93564285416,1521.96772565864,1322.64380101519,1131.8712617275,1260.55747772525,1281.03336069034
"ENSMUSG00000031486.15",175.419806285314,397.900058995722,320.747730559313,340.384890349742,299.464285725374,327.277701053081
"ENSMUSG00000031487.5",112.686895428315,104.448765486377,107.503360242407,118.95170899319,125.400669647501,101.780732767178
"ENSMUSG00000031488.14",326.443480570684,292.207855824984,240.560797919484,345.874969226351,305.079241082725,367.639026115927
"ENSMUSG00000031489.15",54.6008668570184,31.0859421090408,12.3364511753582,48.4956967433773,64.5719866095339,53.5226267137746
"ENSMUSG00000109674.1",42.9836611427592,8.70406379053143,26.4352525186247,40.2605784284642,12.1657366075933,49.1355261634652
"ENSMUSG00000031490.6",1062.97432285472,1351.61676290109,899.679760717192,978.149053182459,1218.44531254512,925.678216115282
"ENSMUSG00000039328.11",37.1750582856296,48.4940696901037,26.4352525186247,21.960315506435,17.7806919649441,34.2193842924133
"ENSMUSG00000031577.10",126.627542285426,198.950029497861,144.512713768481,224.178220794857,157.218750005822,162.322720361448
"ENSMUSG00000031578.5",56.9243079998703,63.4153219024433,93.4045588991405,143.657063937929,92.6467633962877,46.5032658332796
