"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSMUSG00000001472.17",3495.44603207172,0.00395425685440901,0.113112232815192,0.957579286580967,0.997730588309264
"ENSMUSG00000001473.7",226.314989626664,-0.00278208815098302,0.128771597778449,0.961316061170514,0.997764831713518
"ENSMUSG00000001482.15",901.122103364975,-0.175600915137706,0.222873147042926,0.0582477613690621,0.470916169748336
"ENSMUSG00000001497.18",5.27338075499069,0.0079585985546597,0.145787320176586,0.462609088944109,0.910656253764128
"ENSMUSG00000001506.10",584.592177585749,-1.89938534915116,0.370610044544241,1.27776097065189e-08,5.52368551371808e-06
"ENSMUSG00000001507.16",304.732486727348,0.0411067480698986,0.13450984920429,0.512734996430868,0.92189515258199
"ENSMUSG00000001517.14",19.8437560979551,0.0137764254223608,0.145470654685669,0.486506300676757,0.917611569144794
"ENSMUSG00000001518.12",191.739783549579,-0.0500914786421497,0.147298877340973,0.318698010424477,0.844239551224774
"ENSMUSG00000001521.12",59.8873728783435,-0.0641390430657188,0.159193693101875,0.136465741870501,0.662855247093707
"ENSMUSG00000001524.14",250.374391410119,-0.0883449082329556,0.165192838363652,0.153733474571015,0.689768709072422
"ENSMUSG00000001525.10",2077.01726484898,-0.0367153215940088,0.125327958419862,0.656040565433309,0.956757800455038
"ENSMUSG00000001542.7",1847.7682638275,-0.0118559683357029,0.135319042445661,0.806705632887147,0.983571234374894
"ENSMUSG00000001552.14",2085.27646374734,0.030066522836928,0.118258258605823,0.675554384963922,0.96029609249838
"ENSMUSG00000001555.10",37.5446825184998,0.00445208763591714,0.142587502166238,0.886384741380811,0.989339035698733
"ENSMUSG00000001569.10",596.464846633869,0.00296707188288024,0.125865032889962,0.963802112026253,0.997764831713518
"ENSMUSG00000001576.15",1747.45594395906,0.00916760469966177,0.118449203492175,0.89720330278727,0.990879831883628
"ENSMUSG00000001588.12",57.7920940730291,-0.023139921128802,0.144369227685584,0.4887659578485,0.91814599088766
"ENSMUSG00000001604.14",2182.38597799574,-0.0256682663420527,0.119916695433417,0.713296240208028,0.966669828229982
